Tournament_Members,Player1,Player2,Player3,Avg_Norm_Score,Avg_Norm_Cooperation_Rate,Avg_Good_Partner_Rate,Avg_Eigenmoses_Rate,Avg_Eigenjesus_Rate,Avg_Norm_CC_Distribution
"Alternator,Cooperator,Cycler DC",Alternator,Cooperator,Cycler DC,2.6666666666666665,0.6851851851851851,0.6666666666666666,0.33346402664636576,0.548010535288097,0.3333333333333333
"Alternator,Cooperator,Defector",Alternator,Cooperator,Defector,2.3333333333333335,0.5185185185185185,0.5,0.07647191129018727,0.4536832906023199,0.16666666666666666
"Alternator,Cooperator,Fourteen Coop",Alternator,Cooperator,Fourteen Coop,2.8333333333333335,0.8518518518518517,0.6666666666666666,0.471423465633666,0.5588738781659589,0.6666666666666666
"Alternator,Cooperator,Fourteen Defect",Alternator,Cooperator,Fourteen Defect,2.7986111111111107,0.7175925925925926,0.5,0.45170001642372615,0.5571318754422067,0.5972222222222222
"Alternator,Cooperator,Seven Coop",Alternator,Cooperator,Seven Coop,2.5,0.6851851851851851,0.6666666666666666,0.33346402664636576,0.548010535288097,0.5
"Alternator,Cooperator,Seven Defect",Alternator,Cooperator,Seven Defect,2.5416666666666665,0.6851851851851851,0.6666666666666666,0.33346402664636576,0.548010535288097,0.4583333333333333
"Alternator,Cooperator,Stubborn Coop",Alternator,Cooperator,Stubborn Coop,2.5833333333333335,0.7685185185185185,0.6666666666666666,0.4714089133195676,0.5611803185059666,0.5416666666666666
"Alternator,Cooperator,Stubborn Def",Alternator,Cooperator,Stubborn Def,2.3333333333333335,0.5185185185185185,0.5,0.07647191129018727,0.4536832906023199,0.16666666666666666
"Alternator,Cooperator,Suspicious Tit For Tat",Alternator,Cooperator,Suspicious Tit For Tat,2.7361111111111107,0.6759259259259259,0.6666666666666666,0.4695440235478386,0.5530119990592636,0.47222222222222215
"Alternator,Cooperator,Sucker Coop",Alternator,Cooperator,Sucker Coop,2.3680555555555554,0.5472222222222222,0.5,0.09411433290946773,0.4794606231709908,0.23611111111111113
"Alternator,Cooperator,Sucker Defect",Alternator,Cooperator,Sucker Defect,2.3333333333333335,0.5185185185185185,0.5,0.07647191129018727,0.4536832906023199,0.16666666666666666
"Alternator,Cooperator,Thirteen Coop",Alternator,Cooperator,Thirteen Coop,2.8333333333333335,0.8518518518518517,0.6666666666666666,0.471423465633666,0.5588738781659589,0.6666666666666666
"Alternator,Cooperator,Thirteen Defect",Alternator,Cooperator,Thirteen Defect,2.5833333333333335,0.7074074074074074,0.5,0.1565438392396862,0.5382772643763574,0.2916666666666667
"Alternator,Cooperator,Tit For Tat",Alternator,Cooperator,Tit For Tat,2.7708333333333335,0.8101851851851851,0.6666666666666666,0.47142656265412386,0.5605197264535423,0.5416666666666666
"Alternator,Cooperator,Two Coop",Alternator,Cooperator,Two Coop,2.625,0.6351851851851851,0.6666666666666666,0.33318904288329115,0.5380389285048751,0.375
"Alternator,Cooperator,Two Defect",Alternator,Cooperator,Two Defect,2.6666666666666665,0.6296296296296295,0.6666666666666666,0.433289122413121,0.5369446177900132,0.3333333333333333
"Alternator,Cooperator,Win-Shift Lose-Stay",Alternator,Cooperator,Win-Shift Lose-Stay,2.5833333333333335,0.6296296296296295,0.6666666666666666,0.433289122413121,0.5369446177900132,0.4166666666666667
"Alternator,Cooperator,Win-Shift Lose-Stay Coop",Alternator,Cooperator,Win-Shift Lose-Stay Coop,2.5833333333333335,0.6351851851851851,0.6666666666666666,0.33318904288329115,0.5380389285048751,0.4166666666666667
"Alternator,Cooperator,Win-Stay Lose-Shift",Alternator,Cooperator,Win-Stay Lose-Shift,2.6666666666666665,0.7962962962962963,0.8333333333333334,0.4714278316813549,0.5608747021890169,0.5833333333333334
"Alternator,Cooperator,Win-Stay Lose-Shift Defect",Alternator,Cooperator,Win-Stay Lose-Shift Defect,2.5,0.6796296296296296,0.6666666666666666,0.07479600250160649,0.5232598660866025,0.25
"Alternator,Cooperator Def,Cooperator Def",Alternator,Cooperator Def,Cooperator Def,2.7152777777777772,0.7808201058201059,0.6666666666666666,0.471446687912299,0.5636435318470853,0.5138888888888888
"Alternator,Coop When Both Defect,Cooperator Def",Alternator,Coop When Both Defect,Cooperator Def,2.326388888888889,0.5826719576719577,0.5,0.45033911604945737,0.5228404018562548,0.23611111111111108
"Alternator,Coop When Both Defect 1,Cooperator Def",Alternator,Coop When Both Defect 1,Cooperator Def,2.375,0.5965608465608465,0.6666666666666666,0.40304720857700677,0.5315795819857171,0.25
"Alternator,Cooperator Def,Curious Defector",Alternator,Cooperator Def,Curious Defector,2.3125,0.5048941798941798,0.5,0.09243529043216318,0.4892758875650531,0.125
"Alternator,Cooperator Def,Cycler DC",Alternator,Cooperator Def,Cycler DC,2.583333333333333,0.6428571428571428,0.6666666666666666,0.3334431828393614,0.5578614586761276,0.25
"Alternator,Cooperator Def,Defector",Alternator,Cooperator Def,Defector,2.25,0.47619047619047616,0.5,-0.04081585476579064,0.4609891982381707,0.08333333333333333
"Alternator,Cooperator Def,Fourteen Coop",Alternator,Cooperator Def,Fourteen Coop,2.7777777777777772,0.8095238095238095,0.5,0.47022918801724806,0.5608356947709658,0.5555555555555555
"Alternator,Cooperator Def,Fourteen Defect",Alternator,Cooperator Def,Fourteen Defect,2.701388888888889,0.6660052910052909,0.5,0.19112760183350885,0.5635812968217461,0.48611111111111116
"Alternator,Cooperator Def,Seven Coop",Alternator,Cooperator Def,Seven Coop,2.4583333333333335,0.6521164021164021,0.6666666666666666,0.3819863292043757,0.5604456718064691,0.4166666666666667
"Alternator,Cooperator Def,Seven Defect",Alternator,Cooperator Def,Seven Defect,2.458333333333333,0.6428571428571428,0.6666666666666666,0.3334431828393614,0.5578614586761276,0.375
"Alternator,Cooperator Def,Stubborn Coop",Alternator,Cooperator Def,Stubborn Coop,2.375,0.6243386243386243,0.5,-0.4588999073008478,0.5325269434048671,0.125
"Alternator,Cooperator Def,Stubborn Def",Alternator,Cooperator Def,Stubborn Def,2.25,0.47619047619047616,0.5,-0.04081585476579064,0.4609891982381707,0.08333333333333333
"Alternator,Cooperator Def,Suspicious Tit For Tat",Alternator,Cooperator Def,Suspicious Tit For Tat,2.638888888888889,0.6243386243386243,0.6666666666666666,0.19112760183350885,0.5592059854096016,0.36111111111111116
"Alternator,Cooperator Def,Sucker Coop",Alternator,Cooperator Def,Sucker Coop,2.326388888888889,0.5141534391534391,0.5,0.1592123108576283,0.5009440108451443,0.15277777777777776
"Alternator,Cooperator Def,Sucker Defect",Alternator,Cooperator Def,Sucker Defect,2.25,0.47619047619047616,0.5,-0.04081585476579064,0.4609891982381707,0.08333333333333333
"Alternator,Cooperator Def,Thirteen Coop",Alternator,Cooperator Def,Thirteen Coop,2.7777777777777772,0.8095238095238095,0.5,0.47022918801724806,0.5608356947709658,0.5555555555555555
"Alternator,Cooperator Def,Thirteen Defect",Alternator,Cooperator Def,Thirteen Defect,2.6527777777777772,0.766931216931217,0.6666666666666666,0.47144942584215643,0.5644758715100361,0.5138888888888888
"Alternator,Cooperator Def,Tit For Tat",Alternator,Cooperator Def,Tit For Tat,2.701388888888889,0.7585978835978836,0.6666666666666666,0.47125645505832986,0.5647413703058763,0.40277777777777785
"Alternator,Cooperator Def,Two Coop",Alternator,Cooperator Def,Two Coop,2.5694444444444446,0.5928571428571429,0.6666666666666666,0.33405419221636085,0.5483036917755463,0.2638888888888889
"Alternator,Cooperator Def,Two Defect",Alternator,Cooperator Def,Two Defect,2.569444444444444,0.578042328042328,0.6666666666666666,0.16511067562504753,0.5428306585323482,0.22222222222222224
"Alternator,Cooperator Def,Win-Shift Lose-Stay",Alternator,Cooperator Def,Win-Shift Lose-Stay,2.486111111111111,0.578042328042328,0.6666666666666666,0.16511067562504753,0.5428306585323482,0.3055555555555556
"Alternator,Cooperator Def,Win-Shift Lose-Stay Coop",Alternator,Cooperator Def,Win-Shift Lose-Stay Coop,2.5416666666666665,0.602116402116402,0.6666666666666666,0.36248697233137306,0.5519811835623231,0.3333333333333333
"Alternator,Cooperator Def,Win-Stay Lose-Shift",Alternator,Cooperator Def,Win-Stay Lose-Shift,2.4583333333333335,0.6521164021164021,0.6666666666666666,-0.4714044516170764,0.5495566327024309,0.16666666666666666
"Alternator,Cooperator Def,Win-Stay Lose-Shift Defect",Alternator,Cooperator Def,Win-Stay Lose-Shift Defect,2.569444444444444,0.7391534391534392,0.8333333333333334,0.4714140450242681,0.5657909603858341,0.47222222222222215
"Alternator,Coop When Both Defect,Coop When Both Defect",Alternator,Coop When Both Defect,Coop When Both Defect,1.9375,0.47420634920634913,0.6666666666666666,-0.19541686047340434,0.5705995249724438,0.375
"Alternator,Coop When Both Defect,Coop When Both Defect 1",Alternator,Coop When Both Defect,Coop When Both Defect 1,1.9444444444444444,0.47883597883597884,0.6666666666666666,-0.06312102430321657,0.568788332907849,0.3888888888888889
"Alternator,Coop When Both Defect,Curious Defector",Alternator,Coop When Both Defect,Curious Defector,1.8125,0.34087301587301577,0.5,0.3839401657378731,0.49965258502319987,0.125
"Alternator,Coop When Both Defect,Cycler DC",Alternator,Coop When Both Defect,Cycler DC,2.125,0.488095238095238,0.8333333333333334,-0.06315310813983137,0.5716568712328193,0.25
"Alternator,Coop When Both Defect,Defector",Alternator,Coop When Both Defect,Defector,1.7916666666666667,0.3214285714285714,0.5,0.3333333333333333,0.45188489584594205,0.08333333333333333
"Alternator,Coop When Both Defect,Fourteen Coop",Alternator,Coop When Both Defect,Fourteen Coop,2.375,0.5992063492063492,0.5,0.10384772138061142,0.48464955174089114,0.25
"Alternator,Coop When Both Defect,Fourteen Defect",Alternator,Coop When Both Defect,Fourteen Defect,2.3125,0.46494708994709,0.5,-0.46256885931203895,0.5445568745743709,0.20833333333333334
"Alternator,Coop When Both Defect,Seven Coop",Alternator,Coop When Both Defect,Seven Coop,2.125,0.488095238095238,0.6666666666666666,-0.18349962250886634,0.5305529262762774,0.25
"Alternator,Coop When Both Defect,Seven Defect",Alternator,Coop When Both Defect,Seven Defect,2.0,0.488095238095238,0.8333333333333334,-0.06315310813983137,0.5716568712328193,0.375
"Alternator,Coop When Both Defect,Stubborn Coop",Alternator,Coop When Both Defect,Stubborn Coop,1.875,0.46031746031746024,0.5,0.282824282313397,0.5679978837673524,0.125
"Alternator,Coop When Both Defect,Stubborn Def",Alternator,Coop When Both Defect,Stubborn Def,1.7916666666666667,0.3214285714285714,0.5,0.3333333333333333,0.45188489584594205,0.08333333333333333
"Alternator,Coop When Both Defect,Suspicious Tit For Tat",Alternator,Coop When Both Defect,Suspicious Tit For Tat,2.125,0.39550264550264547,0.8333333333333334,0.418125757845296,0.5550743565015693,0.08333333333333333
"Alternator,Coop When Both Defect,Sucker Coop",Alternator,Coop When Both Defect,Sucker Coop,2.0625,0.3964285714285714,0.5,-0.4713790281741949,0.531814132432971,0.125
"Alternator,Coop When Both Defect,Sucker Defect",Alternator,Coop When Both Defect,Sucker Defect,1.7916666666666667,0.3214285714285714,0.5,0.3333333333333333,0.45188489584594205,0.08333333333333333
"Alternator,Coop When Both Defect,Thirteen Coop",Alternator,Coop When Both Defect,Thirteen Coop,2.375,0.5992063492063492,0.5,0.10384772138061142,0.48464955174089114,0.25
"Alternator,Coop When Both Defect,Thirteen Defect",Alternator,Coop When Both Defect,Thirteen Defect,2.263888888888889,0.5658730158730159,0.5,0.08520049579792222,0.5115473213618605,0.23611111111111108
"Alternator,Coop When Both Defect,Tit For Tat",Alternator,Coop When Both Defect,Tit For Tat,2.1458333333333335,0.5205026455026455,0.6666666666666666,0.22683934162760902,0.5526669732464239,0.125
"Alternator,Coop When Both Defect,Two Coop",Alternator,Coop When Both Defect,Two Coop,2.0833333333333335,0.401058201058201,0.8333333333333334,0.42374926105052135,0.5564254981349224,0.125
"Alternator,Coop When Both Defect,Two Defect",Alternator,Coop When Both Defect,Two Defect,2.125,0.39550264550264547,0.8333333333333334,0.418125757845296,0.5550743565015693,0.08333333333333333
"Alternator,Coop When Both Defect,Win-Shift Lose-Stay",Alternator,Coop When Both Defect,Win-Shift Lose-Stay,2.1666666666666665,0.42328042328042326,0.6666666666666666,-0.4711953012481421,0.546459199420723,0.16666666666666666
"Alternator,Coop When Both Defect,Win-Shift Lose-Stay Coop",Alternator,Coop When Both Defect,Win-Shift Lose-Stay Coop,2.2083333333333335,0.4380952380952381,0.6666666666666666,-0.45424627237864473,0.5379539318995433,0.16666666666666666
"Alternator,Coop When Both Defect,Win-Stay Lose-Shift",Alternator,Coop When Both Defect,Win-Stay Lose-Shift,2.097222222222222,0.5436507936507936,0.6666666666666666,0.200952207555587,0.5501152798201062,0.27777777777777773
"Alternator,Coop When Both Defect,Win-Stay Lose-Shift Defect",Alternator,Coop When Both Defect,Win-Stay Lose-Shift Defect,2.097222222222222,0.5380952380952381,0.6666666666666666,0.18139799775368992,0.552374163875441,0.27777777777777773
"Alternator,Coop When Both Defect 1,Coop When Both Defect 1",Alternator,Coop When Both Defect 1,Coop When Both Defect 1,2.0,0.521164021164021,1.0,0.33335316574936474,0.5766139015264908,0.5
"Alternator,Coop When Both Defect 1,Curious Defector",Alternator,Coop When Both Defect 1,Curious Defector,1.8680555555555554,0.38320105820105815,0.6666666666666666,0.3333333333333333,0.5095491651847971,0.23611111111111113
"Alternator,Coop When Both Defect 1,Cycler DC",Alternator,Coop When Both Defect 1,Cycler DC,2.194444444444444,0.521164021164021,1.0,0.33335316574936474,0.5766139015264908,0.3055555555555556
"Alternator,Coop When Both Defect 1,Defector",Alternator,Coop When Both Defect 1,Defector,1.8333333333333333,0.3544973544973545,0.6666666666666666,0.3333333333333333,0.4702190472722596,0.16666666666666666
"Alternator,Coop When Both Defect 1,Fourteen Coop",Alternator,Coop When Both Defect 1,Fourteen Coop,2.4305555555555554,0.6415343915343915,0.6666666666666666,0.4473137224877653,0.518282996216027,0.36111111111111116
"Alternator,Coop When Both Defect 1,Fourteen Defect",Alternator,Coop When Both Defect 1,Fourteen Defect,2.395833333333333,0.5072751322751322,0.6666666666666666,-0.466795658306335,0.5657430311950425,0.2916666666666667
"Alternator,Coop When Both Defect 1,Seven Coop",Alternator,Coop When Both Defect 1,Seven Coop,2.0,0.521164021164021,1.0,0.33335316574936474,0.5766139015264908,0.5
"Alternator,Coop When Both Defect 1,Seven Defect",Alternator,Coop When Both Defect 1,Seven Defect,2.208333333333333,0.521164021164021,0.8333333333333334,0.44300969456482114,0.5630348066744123,0.2916666666666667
"Alternator,Coop When Both Defect 1,Stubborn Coop",Alternator,Coop When Both Defect 1,Stubborn Coop,1.972222222222222,0.5119047619047619,0.6666666666666666,-0.3332203849182942,0.5745884701584293,0.23611111111111113
"Alternator,Coop When Both Defect 1,Stubborn Def",Alternator,Coop When Both Defect 1,Stubborn Def,1.8333333333333333,0.3544973544973545,0.6666666666666666,0.3333333333333333,0.4702190472722596,0.16666666666666666
"Alternator,Coop When Both Defect 1,Suspicious Tit For Tat",Alternator,Coop When Both Defect 1,Suspicious Tit For Tat,2.1666666666666665,0.42857142857142855,1.0,0.4132359417778391,0.563587206366633,0.16666666666666666
"Alternator,Coop When Both Defect 1,Sucker Coop",Alternator,Coop When Both Defect 1,Sucker Coop,1.8680555555555554,0.38320105820105815,0.6666666666666666,0.3333333333333333,0.5095491651847971,0.23611111111111113
"Alternator,Coop When Both Defect 1,Sucker Defect",Alternator,Coop When Both Defect 1,Sucker Defect,1.8333333333333333,0.3544973544973545,0.6666666666666666,0.3333333333333333,0.4702190472722596,0.16666666666666666
"Alternator,Coop When Both Defect 1,Thirteen Coop",Alternator,Coop When Both Defect 1,Thirteen Coop,2.4305555555555554,0.6415343915343915,0.6666666666666666,0.4473137224877653,0.518282996216027,0.36111111111111116
"Alternator,Coop When Both Defect 1,Thirteen Defect",Alternator,Coop When Both Defect 1,Thirteen Defect,2.3055555555555554,0.5989417989417989,0.6666666666666666,-0.4543322318408165,0.5419650247912297,0.3194444444444445
"Alternator,Coop When Both Defect 1,Tit For Tat",Alternator,Coop When Both Defect 1,Tit For Tat,2.201388888888889,0.5628306878306879,0.6666666666666666,0.21187761622591875,0.56474332862249,0.23611111111111113
"Alternator,Coop When Both Defect 1,Two Coop",Alternator,Coop When Both Defect 1,Two Coop,2.138888888888889,0.44338624338624333,0.8333333333333334,0.38346433006058306,0.5649929593274267,0.23611111111111113
"Alternator,Coop When Both Defect 1,Two Defect",Alternator,Coop When Both Defect 1,Two Defect,2.1666666666666665,0.42857142857142855,1.0,0.4132359417778391,0.563587206366633,0.16666666666666666
"Alternator,Coop When Both Defect 1,Win-Shift Lose-Stay",Alternator,Coop When Both Defect 1,Win-Shift Lose-Stay,2.2499999999999996,0.4656084656084655,0.8333333333333334,-0.4658174698148625,0.5687572790725773,0.25
"Alternator,Coop When Both Defect 1,Win-Shift Lose-Stay Coop",Alternator,Coop When Both Defect 1,Win-Shift Lose-Stay Coop,2.222222222222222,0.47116402116402106,0.8333333333333334,0.4303095264628836,0.5712235995550874,0.2777777777777778
"Alternator,Coop When Both Defect 1,Win-Stay Lose-Shift",Alternator,Coop When Both Defect 1,Win-Stay Lose-Shift,2.138888888888889,0.5767195767195766,0.8333333333333334,0.18266519171407505,0.5625580847478507,0.3611111111111111
"Alternator,Coop When Both Defect 1,Win-Stay Lose-Shift Defect",Alternator,Coop When Both Defect 1,Win-Stay Lose-Shift Defect,2.138888888888889,0.5711640211640211,0.8333333333333334,0.26024029226554307,0.5693955465025403,0.3611111111111111
"Alternator,Curious Defector,Curious Defector",Alternator,Curious Defector,Curious Defector,1.6180555555555556,0.2562169312169312,0.6666666666666666,0.4714040397687101,0.4659890439857155,0.15277777777777776
"Alternator,Curious Defector,Cycler DC",Alternator,Curious Defector,Cycler DC,2.0833333333333335,0.3941798941798942,0.6666666666666666,0.3333333333333333,0.5275786209109007,0.08333333333333333
